Severity	Code	Description	Project	File	Line	Suppression State
Error (active)	E0135	namespace "ospcommon" has no member "vec3f"	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ThirdPartyLibrary\OSPRay v1.3.0\include\ospray\ospray_cpp\Volume.h	78	
Error (active)	E0135	namespace "ospcommon" has no member "vec3f"	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ThirdPartyLibrary\OSPRay v1.3.0\include\ospray\ospray_cpp\Volume.h	88	
Error (active)	E0135	namespace "ospcommon" has no member "box3f"	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ThirdPartyLibrary\ospray-1.3.0\apps\common\commandline\Utility.h	43	
Error (active)	E0135	namespace "ospray::cpp" has no member "Renderer"	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ThirdPartyLibrary\ospray-1.3.0\apps\common\commandline\Utility.h	45	
Error (active)	E0135	namespace "ospcommon" has no member "box3f"	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ThirdPartyLibrary\ospray-1.3.0\apps\common\commandline\Utility.h	92	
Error (active)	E0135	namespace "ospray::cpp" has no member "Renderer"	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ThirdPartyLibrary\ospray-1.3.0\apps\common\commandline\Utility.h	94	
Error (active)	E0135	namespace "ospray::cpp" has no member "Renderer"	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ThirdPartyLibrary\ospray-1.3.0\apps\common\commandline\Utility.h	95	
Error (active)	E0135	namespace "ospcommon" has no member "AffineSpace3f"	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ThirdPartyLibrary\ospray-1.3.0\apps\common\miniSG\miniSG.h	45	
Error (active)	E0135	namespace "ospcommon" has no member "AffineSpace3fa"	project1	c:\Users\HP\Documents\Visual Studio 2017\Projects\project1\project1\ThirdPartyLibrary\ospray-1.3.0\apps\exampleViewer\widgets\imgui3D.h	38	
Error	C2589	'(': illegal token on right side of '::'	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\constants.h	80	
Error	C2062	type 'unknown-type' unexpected	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\constants.h	80	
Error	C2059	syntax error: ')'	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\constants.h	80	
Error	C2589	'(': illegal token on right side of '::'	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\constants.h	81	
Error	C2062	type 'unknown-type' unexpected	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\constants.h	81	
Error	C2059	syntax error: ')'	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\constants.h	81	
Error	C2589	'(': illegal token on right side of '::'	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\constants.h	82	
Error	C2062	type 'unknown-type' unexpected	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\constants.h	82	
Error	C2059	syntax error: ')'	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\constants.h	82	
Error	C2589	'(': illegal token on right side of '::'	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\constants.h	83	
Error	C2062	type 'unknown-type' unexpected	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\constants.h	83	
Error	C2059	syntax error: ')'	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\constants.h	83	
Error	C2589	'(': illegal token on right side of '::'	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\constants.h	84	
Error	C2062	type 'unknown-type' unexpected	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\constants.h	84	
Error	C2059	syntax error: ')'	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\constants.h	84	
Error	C2589	'(': illegal token on right side of '::'	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\constants.h	85	
Error	C2062	type 'unknown-type' unexpected	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\constants.h	85	
Error	C2059	syntax error: ')'	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\constants.h	85	
Error	C2589	'(': illegal token on right side of '::'	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\constants.h	86	
Error	C2062	type 'unknown-type' unexpected	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\constants.h	86	
Error	C2059	syntax error: ')'	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\constants.h	86	
Error	C2589	'(': illegal token on right side of '::'	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\constants.h	87	
Error	C2062	type 'unknown-type' unexpected	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\constants.h	87	
Error	C2059	syntax error: ')'	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\constants.h	87	
Error	C2589	'(': illegal token on right side of '::'	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\constants.h	88	
Error	C2062	type 'unknown-type' unexpected	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\constants.h	88	
Error	C2059	syntax error: ')'	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\constants.h	88	
Error	C2589	'(': illegal token on right side of '::'	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\constants.h	89	
Error	C2062	type 'unknown-type' unexpected	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\constants.h	89	
Error	C2059	syntax error: ')'	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\constants.h	89	
Error	C2589	'(': illegal token on right side of '::'	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\constants.h	97	
Error	C2062	type 'unknown-type' unexpected	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\constants.h	97	
Error	C2059	syntax error: ')'	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\constants.h	97	
Error	C2589	'(': illegal token on right side of '::'	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\constants.h	98	
Error	C2062	type 'unknown-type' unexpected	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\constants.h	98	
Error	C2059	syntax error: ')'	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\constants.h	98	
Error	C2589	'(': illegal token on right side of '::'	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\constants.h	99	
Error	C2062	type 'unknown-type' unexpected	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\constants.h	99	
Error	C2059	syntax error: ')'	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\constants.h	99	
Error	C2589	'(': illegal token on right side of '::'	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\constants.h	100	
Error	C2062	type 'unknown-type' unexpected	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\constants.h	100	
Error	C2059	syntax error: ')'	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\constants.h	100	
Error	C2589	'(': illegal token on right side of '::'	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\constants.h	101	
Error	C2062	type 'unknown-type' unexpected	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\constants.h	101	
Error	C2059	syntax error: ')'	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\constants.h	101	
Error	C2589	'(': illegal token on right side of '::'	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\constants.h	102	
Error	C2062	type 'unknown-type' unexpected	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\constants.h	102	
Error	C2059	syntax error: ')'	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\constants.h	102	
Error	C2589	'(': illegal token on right side of '::'	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\constants.h	103	
Error	C2062	type 'unknown-type' unexpected	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\constants.h	103	
Error	C2059	syntax error: ')'	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\constants.h	103	
Error	C2589	'(': illegal token on right side of '::'	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\constants.h	104	
Error	C2062	type 'unknown-type' unexpected	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\constants.h	104	
Error	C2059	syntax error: ')'	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\constants.h	104	
Error	C2589	'(': illegal token on right side of '::'	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\constants.h	105	
Error	C2062	type 'unknown-type' unexpected	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\constants.h	105	
Error	C2059	syntax error: ')'	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\constants.h	105	
Error	C2589	'(': illegal token on right side of '::'	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\constants.h	106	
Error	C2062	type 'unknown-type' unexpected	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\constants.h	106	
Error	C2059	syntax error: ')'	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\constants.h	106	
Error	C2062	type 'int' unexpected	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\math.h	130	
Error	C2059	syntax error: ')'	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\math.h	130	
Error	C2143	syntax error: missing ';' before '{'	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\math.h	130	
Error	C2447	'{': missing function header (old-style formal list?)	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\math.h	130	
Error	C2146	syntax error: missing ')' before identifier 'a'	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\math.h	131	
Error	C2433	'int64_t': '__forceinline' not permitted on data declarations	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\math.h	131	
Error	C2146	syntax error: missing ';' before identifier 'a'	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\math.h	131	
Error	C2059	syntax error: ')'	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\math.h	131	
Error	C2143	syntax error: missing ';' before '<'	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\math.h	131	
Error	C4430	missing type specifier - int assumed. Note: C++ does not support default-int	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\math.h	131	
Error	C2146	syntax error: missing ')' before identifier 'b'	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\math.h	131	
Error	C2371	'ospcommon::int64_t': redefinition; different basic types	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\math.h	131	
Error	C2146	syntax error: missing ';' before identifier 'b'	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\math.h	131	
Error	C2143	syntax error: missing ';' before '{'	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\math.h	131	
Error	C2447	'{': missing function header (old-style formal list?)	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\math.h	131	
Error	C2146	syntax error: missing ')' before identifier 'a'	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\math.h	132	
Error	C2433	'size_t': '__forceinline' not permitted on data declarations	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\math.h	132	
Error	C2146	syntax error: missing ';' before identifier 'a'	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\math.h	132	
Error	C2059	syntax error: ')'	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\math.h	132	
Error	C2143	syntax error: missing ';' before '<'	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\math.h	132	
Error	C4430	missing type specifier - int assumed. Note: C++ does not support default-int	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\math.h	132	
Error	C2086	'int ospcommon::a': redefinition	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\math.h	132	
Error	C2146	syntax error: missing ')' before identifier 'b'	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\math.h	132	
Error	C2371	'ospcommon::size_t': redefinition; different basic types	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\math.h	132	
Error	C2146	syntax error: missing ';' before identifier 'b'	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\math.h	132	
Error	C2143	syntax error: missing ';' before '{'	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\math.h	132	
Error	C2447	'{': missing function header (old-style formal list?)	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\math.h	132	
Error	C2062	type 'float' unexpected	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\math.h	133	
Error	C2059	syntax error: ')'	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\math.h	133	
Error	C2143	syntax error: missing ';' before '{'	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\math.h	133	
Error	C2447	'{': missing function header (old-style formal list?)	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\math.h	133	
Error	C2062	type 'double' unexpected	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\math.h	134	
Error	C2059	syntax error: ')'	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\math.h	134	
Error	C2143	syntax error: missing ';' before '{'	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\math.h	134	
Error	C2447	'{': missing function header (old-style formal list?)	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\math.h	134	
Error	C2988	unrecognizable template declaration/definition	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\math.h	136	
Error	C2059	syntax error: 'const'	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\math.h	136	
Error	C2059	syntax error: ')'	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\math.h	136	
Error	C2143	syntax error: missing ';' before '{'	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\math.h	136	
Error	C2447	'{': missing function header (old-style formal list?)	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\math.h	136	
Error	C2988	unrecognizable template declaration/definition	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\math.h	137	
Error	C2059	syntax error: 'const'	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\math.h	137	
Error	C2059	syntax error: ')'	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\math.h	137	
Error	C1003	error count exceeds 100; stopping compilation	project1	c:\users\hp\documents\visual studio 2017\projects\project1\project1\thirdpartylibrary\ospray v1.3.0\include\ospray\ospcommon\math.h	137	
